0	-7.17959e-09	-1.08221e-20	6.2518e-21	
0.01	0.00147064	0.00214982	0.000883895	
0.02	0.00295383	0.00425244	0.0195034	
0.03	0.00462772	0.0061738	0.0362113	
0.04	0.00621451	0.00779367	0.0505601	
0.05	0.00745256	0.00916002	0.0627748	
0.06	0.00839457	0.0102809	0.0730561	
0.07	0.00908064	0.0111725	0.0815926	
0.08	0.00820061	0.0078718	0.0813776	
0.09	0.0253322	-0.00391585	0.0699922	
0.1	0.0229485	-0.0200069	0.0608389	
0.11	0.0184968	-0.0277537	0.0572324	
0.12	0.0154633	-0.0307111	0.0542011	
0.13	0.0143346	-0.0327019	0.0507055	
0.14	0.0127523	-0.034202	0.0459248	
0.15	0.0111422	-0.0355479	0.0404519	
0.16	0.00836603	-0.0370288	0.0353188	
0.17	0.00631584	-0.0362695	0.0292676	
0.18	0.00482363	-0.0395952	0.0215549	
0.19	-3.20666e-05	-0.0402863	0.0150981	
0.2	-0.0039562	-0.0408167	0.0101714	
0.21	-0.00783292	-0.0414529	0.00645579	
0.22	-0.0117191	-0.0420731	0.00333537	
0.23	-0.0156036	-0.0422907	-0.000211708	
0.24	-0.0179399	-0.0423669	-0.00397872	
0.25	-0.016003	-0.0424852	-0.00676015	
0.26	-0.0157961	-0.0422847	-0.0101411	
0.27	-0.0193661	-0.0420105	-0.0145203	
0.28	-0.0265761	-0.0418548	-0.0199628	
0.29	-0.0348862	-0.0425922	-0.0263908	
0.3	-0.0368759	-0.0451594	-0.0317725	
0.31	-0.037999	-0.0508749	-0.0353032	
0.32	-0.0434807	-0.0457939	-0.0353007	
0.33	-0.0479816	-0.0412538	-0.0390654	
0.34	-0.050929	-0.0376133	-0.0439178	
0.35	-0.0548296	-0.0343385	-0.049655	
0.36	-0.0514565	-0.0324511	-0.0523262	
0.37	-0.038117	-0.0301998	-0.0542126	
0.38	-0.0264306	-0.0275393	-0.0618064	
0.39	-0.0193863	-0.0258791	-0.0701354	
0.4	-0.0160021	-0.0239539	-0.0781693	
0.41	-0.015406	-0.0221182	-0.085885	
0.42	-0.0142399	-0.0202421	-0.0924727	
0.43	-0.0129426	-0.0183655	-0.0985832	
0.44	-0.0117101	-0.0167088	-0.104612	
0.45	-0.0106012	-0.0152855	-0.110678	
0.46	-0.00954748	-0.0139436	-0.116661	
0.47	-0.00842124	-0.0125016	-0.122587	
0.48	-0.00726839	-0.0110322	-0.12847	
0.49	-0.00647586	-0.010028	-0.134317	
0.5	-0.00576824	-0.0091438	-0.140031	
0.51	-0.0052318	-0.00845969	-0.145662	
0.52	-0.00490941	-0.0080344	-0.151179	
0.53	-0.00479691	-0.00787342	-0.156598	
0.54	-0.0049563	-0.00805136	-0.161909	
0.55	-0.00544138	-0.00863215	-0.167107	
0.56	-0.00629607	-0.00965367	-0.172187	
0.57	-0.0075681	-0.0111667	-0.177143	
0.58	-0.00929468	-0.0132144	-0.181969	
