0	5.47971e-17	7.5359e-18	4.23032e-17	8.02019e-21	-7.16898e-17	-7.44213e-18	3.08794e-17	8.05307e-21	6.79027e-17	-2.64912e-18	-4.48836e-17	7.12193e-21	-2.12025e-17	1.99237e-18	-3.14066e-18	9.78667e-22	-2.53365e-19	-7.01957e-19	
0.01	0.0245879	2.04134	-0.0278702	0.0195316	0.0425427	2.10721	0.0202128	0.107436	-0.0595113	-1.31766	0.0179104	-0.0050616	-0.00508133	-1.02052	-0.00213765	-0.00719327	-9.99989	-10.0001	
0.02	0.0159244	-0.403092	0.00551005	-0.139958	0.0207941	-0.262994	-0.0113815	0.00493301	-0.0495383	0.352153	-0.00742095	0.0638236	-0.0110358	0.182849	-0.0113179	-0.00139336	1.34006	1.51287	
0.03	0.0661894	-0.400858	0.0409003	-0.126562	-0.0508909	-0.193989	0.0391655	0.00175132	-0.0364204	0.326557	-0.012811	0.0587945	-0.0101921	0.154534	-0.010208	-0.000751061	1.20176	1.35319	
0.04	0.0747281	-0.420896	0.0662167	-0.114624	-0.0726072	-0.148024	0.0375659	-0.000630655	0.0232501	0.34361	-0.0676658	0.0554228	-0.026639	0.131153	-0.00912247	-0.000253926	1.13592	1.26692	
0.05	0.0667572	-0.408797	0.0650759	-0.101206	-0.0611283	-0.111217	0.0323179	-0.00146095	0.015701	0.330358	-0.0643728	0.0503581	-0.0253914	0.112327	-0.00785908	-1.24329e-05	1.03354	1.14669	
0.06	0.0583746	-0.386106	0.0625298	-0.088073	-0.0504876	-0.0816281	0.0282181	-0.00168244	0.0105244	0.307625	-0.0606074	0.0442996	-0.0237113	0.0969223	-0.00675509	0.000104733	0.925067	1.02272	
0.07	0.0501166	-0.357631	0.0588451	-0.075898	-0.0410424	-0.0575955	0.0250145	-0.00156623	0.00741592	0.280183	-0.056424	0.0380571	-0.0220196	0.0843684	-0.00579531	0.00014216	0.816316	0.900977	
0.08	-10.0257	6.30076	-7.7158	5.8022	-1.55276	-1.33719	0.00864713	-0.293644	1.79295	-1.31813	-0.0833816	-0.206924	10.0606	4.98752	10.0548	4.2713	-4.15231	-5.07187	
0.09	-10.0364	4.73624	-5.85027	-1.39962	-0.679841	-0.61275	-0.0484709	-0.0242167	-0.38419	-0.725822	1.12775	-1.41186	10.0457	5.92041	10.0648	3.80442	-3.66666	0.180887	
0.1	-10.0275	5.52409	-5.84384	-1.58251	4.87681	-9.94897	-10.0027	-2.78199	-3.0254	-1.38349	2.58659	0.719332	7.73448	5.60066	6.54516	-2.43927	6.57273	8.81953	
0.11	-10.0082	5.69608	-5.73509	-1.7137	4.28868	-6.68369	-7.27271	-0.973715	0.29594	0.113153	0.0391434	-0.0641599	5.15581	3.98897	4.51254	-1.77776	3.03794	6.78947	
0.12	0.447409	-0.05966	0.0569757	0.0413921	1.45349	-1.31702	-1.6978	-0.0793853	-2.51734	-1.70201	2.14743	-0.0415443	0.637191	0.660712	0.637831	-0.253133	1.43068	-0.184977	
0.13	-2.10743	1.09606	-1.11945	-0.486082	0.399853	-0.572223	-0.606387	0.0189834	0.171553	0.126861	-0.0407391	-0.000843538	1.45138	0.986195	1.18942	-0.609011	-0.0757399	1.36107	
0.14	-2.37571	1.29158	-1.2314	-0.551683	0.550967	-0.653981	-0.737533	0.0723351	0.197794	0.096739	-0.0365119	-0.00692838	1.52631	1.09512	1.24911	-0.620835	-0.156853	1.34863	
0.15	0.915109	0.607544	0.0129344	0.133937	4.75933	-1.38448	-3.06303	2.56053	-4.75028	-4.57008	4.75314	-3.60643	0.878657	1.20838	0.959705	-0.645325	0.677177	-2.01134	
0.16	-3.05374	1.79487	-1.52184	-0.727132	0.739966	-0.843743	-0.952989	0.0629188	0.276101	0.0612783	-0.0334251	-0.0183783	1.88587	1.34786	1.46766	-0.790991	-0.430675	1.43722	
0.17	-1.39296	0.91751	-0.771762	-0.373467	0.19649	0.0823091	0.00854883	0.0226498	0.327695	0.0444865	-0.0384796	-0.02676	0.233391	0.0329365	0.00243292	-0.00445593	-1.14587	-0.45164	
0.18	-3.11459	1.84226	-1.48292	-0.823756	0.149025	-0.0437648	-0.0144322	0.0114526	0.535242	0.0719751	-0.0567579	-0.030552	1.85586	0.862433	1.13893	-0.769662	-1.78122	0.192111	
0.19	-0.212471	-0.0344092	-0.00969901	-0.0413939	0.63535	-0.336588	-0.593987	0.446276	-0.210132	-0.0213811	0.0154086	0.020858	0.340072	0.330944	0.361086	-0.253957	0.717862	0.580823	
0.2	-4.9226	-0.835713	-0.6495	-3.22434	2.6173	-1.01711	-1.76834	1.20093	0.4576	0.246892	-0.0645749	0.0140452	1.91979	1.13192	1.24175	-0.947846	3.40158	2.93076	
0.21	-4.46548	-0.705869	-0.575163	-2.95887	2.26835	-0.93903	-1.53153	1.01503	0.441177	0.222856	-0.0598106	0.00878704	1.86362	1.07256	1.17305	-0.930988	3.11308	2.82387	
0.22	-3.55986	-2.26837	0.27875	-2.37912	2.40509	-1.21928	-1.69379	1.0735	0.446638	0.104331	-0.0401355	-0.00147365	0.871021	2.00583	1.3933	0.0208482	5.2538	3.38379	
0.23	-3.53536	-2.44212	0.393092	-2.39942	2.57484	-1.33451	-1.79928	1.1268	0.462487	0.0855155	-0.0364866	-0.00671528	0.597332	2.35293	1.48626	0.298463	5.71008	3.572	
0.24	1.89465	0.392245	0.067462	0.22895	8.52185	-3.23544	-5.08195	3.13918	-9.99786	-1.12582	3.48154	-2.81675	0.375535	3.2441	1.68424	0.449404	4.45844	3.43261	
0.25	0.133733	-0.0228225	0.00689246	0.00908492	2.79416	-1.39741	-1.95653	1.2199	-2.89463	-1.27491	1.53941	0.733286	0.156488	1.25678	0.755637	0.16057	2.05911	-0.0293658	
0.26	-0.227034	0.0229171	-0.0192355	-0.0363746	0.883218	-0.625894	-0.812309	0.497468	-0.21723	-0.107877	0.0312373	0.00533198	0.0463155	0.871791	0.533919	0.110615	1.14959	0.90099	
0.27	-0.20251	0.0354198	-0.0191144	-0.0286398	0.677773	-0.493803	-0.627389	0.37296	-0.162801	-0.091849	0.024707	0.00148409	0.0648306	0.867966	0.530798	0.110635	0.9181	0.816308	
0.28	-0.12991	0.0474611	-0.0150097	-0.00867197	-0.0661712	-0.0801192	-0.00832725	-0.0126801	0.00519333	-0.0421629	0.0042591	-0.0105835	0.207854	1.07534	0.674552	0.14049	0.280934	0.689789	
0.29	-0.0435384	0.0706405	-0.0125499	0.00527302	0.0186907	0.0790202	0.0126714	0.00357485	0.0435241	-0.0503535	0.00299084	-0.00531761	-0.0314195	-0.002436	-0.000657425	-0.000236182	-0.279528	-0.204514	
0.3	-1.43846	-0.803448	-0.0112208	-0.219327	-1.691	-1.3251	-0.141991	-0.155803	-0.645209	0.0486844	0.0230781	0.0271212	5.25944	5.70539	4.8105	0.152254	5.48054	5.04975	
0.31	-10.0064	-6.72886	2.24562	-4.48453	10.0041	-1.99235	-6.51536	-6.10784	0.439337	0.55749	-0.0184243	0.0418431	-0.688667	0.543305	0.0247264	0.0159875	10.0018	6.0823	
0.32	-2.11538	-3.1375	1.16548	-0.985931	1.20867	-1.31161	-0.79872	0.307873	0.511577	0.159437	-0.0486761	0.00186728	0.523316	2.82492	1.4777	0.383123	7.6717	4.60916	
0.33	-2.37661	-3.31648	1.59427	-1.22345	1.3562	-0.642349	-0.735803	0.33407	0.68078	0.0190518	-0.0355263	-0.0146085	0.377838	2.47217	1.33711	0.392698	6.03059	3.261	
0.34	-2.72026	-1.27502	0.390916	-1.72447	1.65408	-0.717215	-0.94875	0.4634	0.445777	0.0581251	-0.0267637	-0.0169727	0.49302	2.21082	1.22977	0.26724	3.77565	2.6215	
0.35	-0.17348	0.12571	-0.0348023	-0.0117966	0.492832	-0.332818	-0.464126	0.0792313	-0.132265	-0.107189	0.0251302	-0.00141477	0.04623	0.727479	0.420921	0.0754476	0.456542	0.543902	
